doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,OA Status
10.1029/2018gl077317,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL077317,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl077317,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,6/5/2018,American Geophysical Union (AGU),Free
10.1029/2020gb006544,,,,,FALSE,,2,https://doi.org/10.1029/2020gb006544,journal-article,FALSE,FALSE,FALSE,FALSE,0886-6236,"0886-6236,1944-9224",Global Biogeochemical Cycles,closed,9/1/2020,American Geophysical Union (AGU),Closed
10.1029/2019gl084130,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GL084130,TRUE,publishedVersion,2,https://doi.org/10.1029/2019gl084130,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,9/1/2019,American Geophysical Union (AGU),Free
10.1029/2018gl078202,open (via crossref license),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL078202,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl078202,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,hybrid,6/12/2018,American Geophysical Union (AGU),Hybrid OA
10.1029/2020gl087621,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2020gl087621,TRUE,acceptedVersion,2,https://doi.org/10.1029/2020gl087621,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,4/6/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2020gl087119,,,,,FALSE,,2,https://doi.org/10.1029/2020gl087119,journal-article,FALSE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,closed,2/29/2020,American Geophysical Union (AGU),Closed
10.1029/2017jd028231,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2017JD028231,TRUE,publishedVersion,2,https://doi.org/10.1029/2017jd028231,journal-article,TRUE,FALSE,FALSE,FALSE,2169-897X,"2169-897X,2169-8996",Journal of Geophysical Research: Atmospheres,bronze,11/19/2018,American Geophysical Union (AGU),Free
10.1029/2020wr027328,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2020wr027328,TRUE,acceptedVersion,2,https://doi.org/10.1029/2020wr027328,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,bronze,8/1/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2019jd032282,,,,,FALSE,,2,https://doi.org/10.1029/2019jd032282,journal-article,FALSE,FALSE,FALSE,FALSE,2169-897X,"2169-897X,2169-8996",Journal of Geophysical Research: Atmospheres,closed,6/28/2020,American Geophysical Union (AGU),Closed
10.1029/2018wr022929,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018WR022929,TRUE,publishedVersion,2,https://doi.org/10.1029/2018wr022929,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,bronze,10/1/2018,American Geophysical Union (AGU),Free
10.1002/2018gl077204,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1002/2018gl077204,TRUE,publishedVersion,2,https://doi.org/10.1002/2018gl077204,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,hybrid,4/5/2018,American Geophysical Union (AGU),Hybrid OA
10.1029/2019gl086710,open (via crossref license),publisher,cc-by,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GL086710,TRUE,publishedVersion,2,https://doi.org/10.1029/2019gl086710,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,hybrid,3/31/2020,American Geophysical Union (AGU),Hybrid OA
10.1029/2019pa003568,oa repository (via OAI-PMH doi match),repository,,https://authors.library.caltech.edu/95957/10/Hines_et_al-2019-Paleoceanography_and_Paleoclimatology.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1029/2019pa003568,journal-article,TRUE,FALSE,FALSE,FALSE,2572-4525,"2572-4517,2572-4525",Paleoceanography and Paleoclimatology,green,7/1/2019,American Geophysical Union (AGU),Archived manuscript
10.1029/2020gl087148,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2020gl087148,TRUE,acceptedVersion,2,https://doi.org/10.1029/2020gl087148,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,6/4/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2019gb006508,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2019gb006508,TRUE,acceptedVersion,2,https://doi.org/10.1029/2019gb006508,journal-article,TRUE,FALSE,FALSE,FALSE,0886-6236,"0886-6236,1944-9224",Global Biogeochemical Cycles,bronze,9/25/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2018wr024076,,,,,FALSE,,2,https://doi.org/10.1029/2018wr024076,journal-article,FALSE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,closed,3/1/2019,American Geophysical Union (AGU),Closed
10.1029/2018ms001462,oa journal (via doaj),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018MS001462,TRUE,publishedVersion,2,https://doi.org/10.1029/2018ms001462,journal-article,TRUE,FALSE,TRUE,TRUE,1942-2466,1942-2466,Journal of Advances in Modeling Earth Systems,gold,12/1/2018,American Geophysical Union (AGU),Full OA journal
10.1029/2018gl078969,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1029/2018gl078969,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl078969,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,hybrid,9/28/2018,American Geophysical Union (AGU),Hybrid OA
10.1002/2017gb005751,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GB005751,TRUE,publishedVersion,2,https://doi.org/10.1002/2017gb005751,journal-article,TRUE,FALSE,FALSE,FALSE,0886-6236,"0886-6236,1944-9224",Global Biogeochemical Cycles,bronze,4/1/2018,American Geophysical Union (AGU),Free
10.1029/2019gl082043,,,,,FALSE,,2,https://doi.org/10.1029/2019gl082043,journal-article,FALSE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,closed,3/28/2019,American Geophysical Union (AGU),Closed
10.1029/2018gl079827,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL079827,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl079827,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,12/5/2018,American Geophysical Union (AGU),Free
10.1029/2017wr022067,open (via crossref license),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2017WR022067,TRUE,publishedVersion,2,https://doi.org/10.1029/2017wr022067,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,hybrid,3/1/2019,American Geophysical Union (AGU),Hybrid OA
10.1002/2017wr021859,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017WR021859,TRUE,publishedVersion,2,https://doi.org/10.1002/2017wr021859,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,bronze,2/1/2018,American Geophysical Union (AGU),Free
10.1002/2017gl076394,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GL076394,TRUE,publishedVersion,2,https://doi.org/10.1002/2017gl076394,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,2/20/2018,American Geophysical Union (AGU),Free
10.1029/2019ea000975,oa journal (via doaj),publisher,cc-by,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019EA000975,TRUE,publishedVersion,2,https://doi.org/10.1029/2019ea000975,journal-article,TRUE,FALSE,TRUE,TRUE,2333-5084,"2333-5084,2333-5084",Earth and Space Science,gold,2/1/2020,American Geophysical Union (AGU),Full OA journal
10.1029/2019gl083852,,,,,FALSE,,2,https://doi.org/10.1029/2019gl083852,journal-article,FALSE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,closed,8/12/2019,American Geophysical Union (AGU),Closed
10.1029/2018gl080383,open (via crossref license),publisher,cc-by,https://doi.org/10.1029/2018gl080383,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl080383,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,hybrid,1/8/2019,American Geophysical Union (AGU),Hybrid OA
10.1029/2018gl080783,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL080783,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl080783,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,1/24/2019,American Geophysical Union (AGU),Free
10.1029/2018wr023078,open (via crossref license),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018WR023078,TRUE,publishedVersion,2,https://doi.org/10.1029/2018wr023078,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,hybrid,9/1/2018,American Geophysical Union (AGU),Hybrid OA
10.1029/2020ms002274,oa journal (via doaj),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020MS002274,TRUE,publishedVersion,2,https://doi.org/10.1029/2020ms002274,journal-article,TRUE,FALSE,TRUE,TRUE,1942-2466,"1942-2466,1942-2466",Journal of Advances in Modeling Earth Systems,gold,11/1/2020,American Geophysical Union (AGU),Full OA journal
10.1029/2019gl085706,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2019gl085706,TRUE,acceptedVersion,2,https://doi.org/10.1029/2019gl085706,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,2/10/2020,American Geophysical Union (AGU),Archived manuscript
10.1002/2017jc013527,,,,,FALSE,,2,https://doi.org/10.1002/2017jc013527,journal-article,FALSE,FALSE,FALSE,FALSE,2169-9275,2169-9275,Journal of Geophysical Research: Oceans,closed,3/1/2018,American Geophysical Union (AGU),Closed
10.1029/2018gl077457,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL077457,TRUE,publishedVersion,2,https://doi.org/10.1029/2018gl077457,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,6/5/2018,American Geophysical Union (AGU),Free
10.1029/2019gl083026,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GL083026,TRUE,publishedVersion,2,https://doi.org/10.1029/2019gl083026,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,8/26/2019,American Geophysical Union (AGU),Free
10.1029/2019gl085286,oa repository (via OAI-PMH title and first author match),repository,,https://digitalcommons.chapman.edu/cgi/viewcontent.cgi?article=1257&context=sees_articles,TRUE,publishedVersion,2,https://doi.org/10.1029/2019gl085286,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,green,2/20/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2019wr025529,open (via crossref license),publisher,cc-by,https://doi.org/10.1029/2019wr025529,TRUE,publishedVersion,2,https://doi.org/10.1029/2019wr025529,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,hybrid,11/1/2019,American Geophysical Union (AGU),Hybrid OA
10.1029/2019jd030472,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc7243153?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1029/2019jd030472,journal-article,TRUE,FALSE,FALSE,FALSE,2169-897X,"2169-897X,2169-8996",Journal of Geophysical Research: Atmospheres,green,6/27/2019,American Geophysical Union (AGU),Archived manuscript
10.1002/2017gl076561,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1002/2017gl076561,TRUE,publishedVersion,2,https://doi.org/10.1002/2017gl076561,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,0094-8276,Geophysical Research Letters,hybrid,3/25/2018,American Geophysical Union (AGU),Hybrid OA
10.1029/2019gl082075,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GL082075,TRUE,publishedVersion,2,https://doi.org/10.1029/2019gl082075,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,6/24/2019,American Geophysical Union (AGU),Free
10.1029/2019gl086926,,,,,FALSE,,2,https://doi.org/10.1029/2019gl086926,journal-article,FALSE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,closed,4/30/2020,American Geophysical Union (AGU),Closed
10.1029/2020gl087860,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2020gl087860,TRUE,acceptedVersion,2,https://doi.org/10.1029/2020gl087860,journal-article,TRUE,FALSE,FALSE,FALSE,0094-8276,"0094-8276,1944-8007",Geophysical Research Letters,bronze,6/4/2020,American Geophysical Union (AGU),Archived manuscript
10.1002/2017jd027403,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://escholarship.org/content/qt19z6f89v/qt19z6f89v.pdf?t=q4939s,TRUE,publishedVersion,2,https://doi.org/10.1002/2017jd027403,journal-article,TRUE,FALSE,FALSE,FALSE,2169-897X,2169-897X,Journal of Geophysical Research: Atmospheres,green,1/25/2018,American Geophysical Union (AGU),Archived manuscript
10.1029/2018jd028375,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2018jd028375,TRUE,acceptedVersion,2,https://doi.org/10.1029/2018jd028375,journal-article,TRUE,FALSE,FALSE,FALSE,2169-897X,"2169-897X,2169-8996",Journal of Geophysical Research: Atmospheres,bronze,11/19/2018,American Geophysical Union (AGU),Archived manuscript
10.1029/2018jg004735,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt8qz3j1b6/qt8qz3j1b6.pdf?t=q9r5mk,TRUE,publishedVersion,2,https://doi.org/10.1029/2018jg004735,journal-article,TRUE,FALSE,FALSE,FALSE,2169-8953,"2169-8953,2169-8961",Journal of Geophysical Research: Biogeosciences,green,5/1/2019,American Geophysical Union (AGU),Archived manuscript
10.1029/2017ea000360,oa journal (via doaj),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2017EA000360,TRUE,publishedVersion,2,https://doi.org/10.1029/2017ea000360,journal-article,TRUE,FALSE,TRUE,TRUE,2333-5084,"2333-5084,2333-5084",Earth and Space Science,gold,1/1/2019,American Geophysical Union (AGU),Full OA journal
10.1002/2017wr021975,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017WR021975,TRUE,publishedVersion,2,https://doi.org/10.1002/2017wr021975,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,bronze,3/1/2018,American Geophysical Union (AGU),Free
10.1029/2020gb006547,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1029/2020gb006547,TRUE,acceptedVersion,2,https://doi.org/10.1029/2020gb006547,journal-article,TRUE,FALSE,FALSE,FALSE,0886-6236,"0886-6236,1944-9224",Global Biogeochemical Cycles,bronze,6/1/2020,American Geophysical Union (AGU),Archived manuscript
10.1029/2018jc014795,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018JC014795,TRUE,publishedVersion,2,https://doi.org/10.1029/2018jc014795,journal-article,TRUE,FALSE,FALSE,FALSE,2169-9275,"2169-9275,2169-9291",Journal of Geophysical Research: Oceans,bronze,4/1/2019,American Geophysical Union (AGU),Free
10.1029/2018ms001483,oa journal (via doaj),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018MS001483,TRUE,publishedVersion,2,https://doi.org/10.1029/2018ms001483,journal-article,TRUE,FALSE,TRUE,TRUE,1942-2466,"1942-2466,1942-2466",Journal of Advances in Modeling Earth Systems,gold,5/1/2019,American Geophysical Union (AGU),Full OA journal
10.1029/2018ef001063,oa journal (via doaj),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018EF001063,TRUE,publishedVersion,2,https://doi.org/10.1029/2018ef001063,journal-article,TRUE,FALSE,TRUE,TRUE,2328-4277,"2328-4277,2328-4277",Earth's Future,gold,4/1/2019,American Geophysical Union (AGU),Full OA journal
10.1029/2019ms001882,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019MS001882,TRUE,publishedVersion,2,https://doi.org/10.1029/2019ms001882,journal-article,TRUE,FALSE,TRUE,TRUE,1942-2466,"1942-2466,1942-2466",Journal of Advances in Modeling Earth Systems,gold,4/1/2020,American Geophysical Union (AGU),Full OA journal
10.1029/2018ms001551,oa journal (via doaj),publisher,cc-by-nc-nd,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018MS001551,TRUE,publishedVersion,2,https://doi.org/10.1029/2018ms001551,journal-article,TRUE,FALSE,TRUE,TRUE,1942-2466,"1942-2466,1942-2466",Journal of Advances in Modeling Earth Systems,gold,8/1/2019,American Geophysical Union (AGU),Full OA journal
10.1029/2018wr022726,open (via free article),publisher,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018WR022726,TRUE,publishedVersion,2,https://doi.org/10.1029/2018wr022726,journal-article,TRUE,FALSE,FALSE,FALSE,0043-1397,"0043-1397,1944-7973",Water Resources Research,bronze,10/1/2018,American Geophysical Union (AGU),Free
